line_no,section_context,raw_line,days,time_ranges,course_codes,professors,groups,rooms
11,2nd Year — Semester 2-1 (2022 Batch),**Time Slots:** 08:25 – 9:20 a.m. | 09:25 – 10:20 a.m. | 10:35-11:30 a.m | 11:35 am- 12:30 pm | 12:35 pm- 1:30p.m. | 1:35 -2:30p.m. | 2:35 -3:30p.m. | 3:35 -4:30p.m. | 4:35 -5:30p.m. | 5:35 pm - 6:30 pm,,08:25 – 9:20; 09:25 – 10:20; 10:35-11:30; 11:35 am- 12:30 pm; 12:35 pm- 1; 1:35 -2; 2:35 -3; 3:35 -4; 4:35 -5; 5:35 pm - 6:30 pm,,,,
17,2nd Year — Semester 2-1 (2022 Batch) > Monday > Section: CS1 (83) (355.0 students),- **08:25 – 9:20 a.m.**: MA2103(Maths- III) Dr. Rakesh/ Dr. Sanjukta (ELT 3),Monday,08:25 – 9:20,MA2103,Dr. Rakesh; Dr. Sanjukta,,ELT3
18,2nd Year — Semester 2-1 (2022 Batch) > Monday > Section: CS1 (83) (355.0 students),- **09:25 – 10:20 a.m.**: HS2102 (Principles of Economics)  Dr. Anagha Tobi (ELT 3),Monday,09:25 – 10:20,HS2102,Dr. Anagha Tobi,,ELT3
19,2nd Year — Semester 2-1 (2022 Batch) > Monday > Section: CS1 (83) (355.0 students),- **10:35-11:30 a.m**: HS2103 (T) French III  Dr.Kumudham (ECR 7),Monday,10:35-11:30,HS2103,,,ECR7
20,2nd Year — Semester 2-1 (2022 Batch) > Monday > Section: CS1 (83) (355.0 students),- **11:35 am- 12:30 pm**: CS/AI2101 (Optimization Techniques for AI)  Dr. A. Pujari (ELT 3) | MA2104 (Real Analysis) Dr. Rakhee (ECR 11),Monday,11:35 am- 12:30 pm,CS/AI2101; ECR 11; MA2104,Dr. Rakhee,,ECR11; ELT3
21,2nd Year — Semester 2-1 (2022 Batch) > Monday > Section: CS1 (83) (355.0 students),- **12:35 pm- 1:30p.m.**: CS/AI 2102(Design and Analysis of Algorithms) Dr. Ravi Kishor (except ECE) (Auditorium),Monday,12:35 pm- 1,CS/AI 2102,Dr. Ravi Kishor,,Auditorium
22,2nd Year — Semester 2-1 (2022 Batch) > Monday > Section: CS1 (83) (355.0 students),- **1:35 -2:30p.m.**: LUNCH,Monday,1:35 -2,,,,
23,2nd Year — Semester 2-1 (2022 Batch) > Monday > Section: CS1 (83) (355.0 students),- **2:35 -3:30p.m.**: PH2102 (P),Monday,2:35 -3,PH2102,,,
24,2nd Year — Semester 2-1 (2022 Batch) > Monday > Section: CS1 (83) (355.0 students),- **4:35 -5:30p.m.**: CS2102 (Programming work shop)  Dr. Neha (E-LT 3) / | MA2107 (only for CM) Dr. Biswarup (comp Lab 3),Monday,4:35 -5,CS2102; MA2107,Dr. Biswarup; Dr. Neha,,COMP Lab; ELT3
28,2nd Year — Semester 2-1 (2022 Batch) > Monday > Section: CS2 (83),- **10:35-11:30 a.m**: HS2103 (T) French III  Dr. Sherlin (ECR 9),Monday,10:35-11:30,HS2103,Dr. Sherlin,,ECR9
32,2nd Year — Semester 2-1 (2022 Batch) > Monday > Section: CS3 (83),- **10:35-11:30 a.m**: HS2103 (T) French III  Dr. Balaji Prashanth (ECR 11),Monday,10:35-11:30,ECR 11; HS2103,Dr. Balaji Prashanth,,ECR11
36,2nd Year — Semester 2-1 (2022 Batch) > Monday > Section: CS4 (83)+CM (20),- **10:35-11:30 a.m**: HS2103 (T) French III Dr. Nidhi Gupta (ECR 13),Monday,10:35-11:30,ECR 13; HS2103,Dr. Nidhi Gupta,,ECR13
37,2nd Year — Semester 2-1 (2022 Batch) > Monday > Section: CS4 (83)+CM (20),- **2:35 -3:30p.m.**: MA2106 (Algebra) Dr. Pradeep (ECR 7),Monday,2:35 -3,MA2106,Dr. Pradeep,,ECR7
38,2nd Year — Semester 2-1 (2022 Batch) > Monday > Section: CS4 (83)+CM (20),- **3:35 -4:30p.m.**: MA2105 (Graph Algorithm) Dr.Rakesh (ECR 7),Monday,3:35 -4,MA2105,,,ECR7
42,2nd Year — Semester 2-1 (2022 Batch) > Monday > Section: ECE (30)+ECM (60) (420.0 students),- **08:25 – 9:20 a.m.**: HS2103 (T) French III Dr. Kumudham (ECR 7),Monday,08:25 – 9:20,HS2103,Dr. Kumudham,,ECR7
43,2nd Year — Semester 2-1 (2022 Batch) > Monday > Section: ECE (30)+ECM (60) (420.0 students),- **09:25 – 10:20 a.m.**: EC 2101 (Analog and Digital circuits)  Dr. P. Chaitanya Akshara (ECR 7),Monday,09:25 – 10:20,EC 2101,,,ECR7
44,2nd Year — Semester 2-1 (2022 Batch) > Monday > Section: ECE (30)+ECM (60) (420.0 students),- **10:35-11:30 a.m**: MA2103(Maths- III)  Dr.Rakesh/ Dr. Sanjukta (ELT 3)/ | BT 2111(Probability and Biostatistics) Dr. Sabeeha (ETR 3),Monday,10:35-11:30,BT 2111; MA2103,Dr. Sabeeha; Dr. Sanjukta,,ELT3; ETR3
45,2nd Year — Semester 2-1 (2022 Batch) > Monday > Section: ECE (30)+ECM (60) (420.0 students),- **11:35 am- 12:30 pm**: EC2103 (Optimization Techniques for AI) (only for ECM) Dr. Bhanu Kiran (ECR 8),Monday,11:35 am- 12:30 pm,EC2103,Dr. Bhanu Kiran,,ECR8
46,2nd Year — Semester 2-1 (2022 Batch) > Monday > Section: ECE (30)+ECM (60) (420.0 students),- **3:35 -4:30p.m.**: EC 2102 (Signals and Systems) Dr. Sayantan (ELT 3),Monday,3:35 -4,EC 2102,Dr. Sayantan,,ELT3
47,2nd Year — Semester 2-1 (2022 Batch) > Monday > Section: ECE (30)+ECM (60) (420.0 students),- **4:35 -5:30p.m.**: CS2104 (P) (Data structure) only for ECE Dr. nartakannai (CS LAB 1)/ | BT 2111(P) Dr. Sabeeha,Monday,4:35 -5,BT 2111; CS2104,Dr. Sabeeha,,CS Lab
51,2nd Year — Semester 2-1 (2022 Batch) > Monday > Section: AI1 (70),- **08:25 – 9:20 a.m.**: HS2103 (T) French III  Dr. Sherlin (ECR 9),Monday,08:25 – 9:20,HS2103,Dr. Sherlin,,ECR9
52,2nd Year — Semester 2-1 (2022 Batch) > Monday > Section: AI1 (70),- **09:25 – 10:20 a.m.**: CS/AI 2102(Design and Analysis of Algorithms) Dr. Ravi Kishor (ELT 5),Monday,09:25 – 10:20,CS/AI 2102,Dr. Ravi Kishor,,ELT5
53,2nd Year — Semester 2-1 (2022 Batch) > Monday > Section: AI1 (70),- **11:35 am- 12:30 pm**: PH2102 (P),Monday,11:35 am- 12:30 pm,PH2102,,,
54,2nd Year — Semester 2-1 (2022 Batch) > Monday > Section: AI1 (70),- **4:35 -5:30p.m.**: CS/AI2101 (Optimization Techniques for AI) Dr. A. Pujari (ELT 5),Monday,4:35 -5,CS/AI2101,,,ELT5
58,2nd Year — Semester 2-1 (2022 Batch) > Monday > Section: AI2 (70),- **11:35 am- 12:30 pm**: HS2103 (T) French III  Dr. Balaji Prashanth (ECR 7),Monday,11:35 am- 12:30 pm,HS2103,Dr. Balaji Prashanth,,ECR7
62,2nd Year — Semester 2-1 (2022 Batch) > Monday > Section: AI3 (70),- **11:35 am- 12:30 pm**: HS2103 (T) French III Dr. Nidhi Gupta (ECR 9),Monday,11:35 am- 12:30 pm,HS2103,Dr. Nidhi Gupta,,ECR9
66,2nd Year — Semester 2-1 (2022 Batch) > Monday > Section: CB (15)+BT (40),- **08:25 – 9:20 a.m.**: BT 2110  (P)(Cell & Molecular Biology) Dr. Aruna Kumar Chelluboyina and Dr. Sanjeev,Monday,08:25 – 9:20,BT 2110,Dr. Aruna Kumar Chelluboyina; Dr. Sanjeev,,
67,2nd Year — Semester 2-1 (2022 Batch) > Monday > Section: CB (15)+BT (40),- **11:35 am- 12:30 pm**: BT 2108  (P) (Enzymes & Metabolism) only for BT Dr. Akankasha Singh and Dr. Varun Kumar,Monday,11:35 am- 12:30 pm,BT 2108,Dr. Akankasha Singh; Dr. Varun Kumar,,
68,2nd Year — Semester 2-1 (2022 Batch) > Monday > Section: CB (15)+BT (40),- **3:35 -4:30p.m.**: BT 2108  (Enzymes & Metabolism) only for BT |  Dr. Akankasha Singh and Dr. Varun Kumar (ETR 3),Monday,3:35 -4,BT 2108,Dr. Akankasha Singh; Dr. Varun Kumar,,ETR3
69,2nd Year — Semester 2-1 (2022 Batch) > Monday > Section: CB (15)+BT (40),- **4:35 -5:30p.m.**: PH2103 (P) Dr. kamana,Monday,4:35 -5,PH2103,,,
73,2nd Year — Semester 2-1 (2022 Batch) > Monday > Section: CE (10)+ME (25)+MT (25)+NT (5),- **08:25 – 9:20 a.m.**: PH2102 (P),Monday,08:25 – 9:20,PH2102,,,
74,2nd Year — Semester 2-1 (2022 Batch) > Monday > Section: CE (10)+ME (25)+MT (25)+NT (5),"- **11:35 am- 12:30 pm**: CE 2105 (P) (Geology lab) only for CE/  | ME 2107 (P) (Introduction to Material Sciences) (only for ME, MT) Dr. Palash (material testing lab)/ | PH2103 (P) (Introduction to Physics of Materials) (only for NT) Dr. Anil",Monday,11:35 am- 12:30 pm,CE 2105; ME 2107; PH2103,Dr. Anil; Dr. Palash,,Geology Lab; Material Testing Lab
75,2nd Year — Semester 2-1 (2022 Batch) > Monday > Section: CE (10)+ME (25)+MT (25)+NT (5),"- **3:35 -4:30p.m.**: PH2103  (Introduction to Physics of Materials) (only for NT) Dr. Anil (ETR 4)/ | ME 2107 (Introduction to Material Sciences) (only for ME, MT) Dr. Palash (ECR 10)",Monday,3:35 -4,ECR 10; ME 2107; PH2103,Dr. Anil; Dr. Palash,,ECR10; ETR4
81,2nd Year — Semester 2-1 (2022 Batch) > Tuesday > Section: CS1 (83) (355.0 students),- **08:25 – 9:20 a.m.**: MA2103(Maths- III)  Dr.Rakesh/ Dr. Sanjukta (ELT 3),Tuesday,08:25 – 9:20,MA2103,Dr. Sanjukta,,ELT3
82,2nd Year — Semester 2-1 (2022 Batch) > Tuesday > Section: CS1 (83) (355.0 students),- **09:25 – 10:20 a.m.**: HS2102 (Principles of Economics) Dr. Anagha Tobi (ELT 3),Tuesday,09:25 – 10:20,HS2102,Dr. Anagha Tobi,,ELT3
83,2nd Year — Semester 2-1 (2022 Batch) > Tuesday > Section: CS1 (83) (355.0 students),- **10:35-11:30 a.m**: CS/AI 2102 (P) (Design and Analysis of Algorithms)  |  Dr. Shabnam (IT2 block),Tuesday,10:35-11:30,CS/AI 2102,Dr. Shabnam,,IT2 Block
84,2nd Year — Semester 2-1 (2022 Batch) > Tuesday > Section: CS1 (83) (355.0 students),- **12:35 pm- 1:30p.m.**: PH2102 (Physics II) Dr. Murtaza (E-LT 3),Tuesday,12:35 pm- 1,PH2102,Dr. Murtaza,,ELT3
85,2nd Year — Semester 2-1 (2022 Batch) > Tuesday > Section: CS1 (83) (355.0 students),- **2:35 -3:30p.m.**: PH2102 (T) Dr. Vandna Gokhroo (ECR 7),Tuesday,2:35 -3,PH2102,Dr. Vandna Gokhroo,,ECR7
86,2nd Year — Semester 2-1 (2022 Batch) > Tuesday > Section: CS1 (83) (355.0 students),- **3:35 -4:30p.m.**: EC 2102 (T)  Dr. Satyanarayana Akula (ECR 7),Tuesday,3:35 -4,EC 2102,Dr. Satyanarayana Akula,,ECR7
90,2nd Year — Semester 2-1 (2022 Batch) > Tuesday > Section: CS2 (83),- **2:35 -3:30p.m.**: PH2102 (T) Dr. Naga Deepthi (ECR 9),Tuesday,2:35 -3,PH2102,Dr. Naga Deepthi,,ECR9
91,2nd Year — Semester 2-1 (2022 Batch) > Tuesday > Section: CS2 (83),- **3:35 -4:30p.m.**: EC 2102 (T)  Dr. Ramakant (ECR 9),Tuesday,3:35 -4,EC 2102,Dr. Ramakant,,ECR9
92,2nd Year — Semester 2-1 (2022 Batch) > Tuesday > Section: CS2 (83),- **4:35 -5:30p.m.**: PH2102 (P),Tuesday,4:35 -5,PH2102,,,
96,2nd Year — Semester 2-1 (2022 Batch) > Tuesday > Section: CS3 (83),- **10:35-11:30 a.m**: PH2102 (P),Tuesday,10:35-11:30,PH2102,,,
97,2nd Year — Semester 2-1 (2022 Batch) > Tuesday > Section: CS3 (83),- **2:35 -3:30p.m.**: PH2102 (T) Dr. Murtaza Bohra (ECR 11),Tuesday,2:35 -3,ECR 11; PH2102,Dr. Murtaza Bohra,,ECR11
98,2nd Year — Semester 2-1 (2022 Batch) > Tuesday > Section: CS3 (83),- **4:35 -5:30p.m.**: CS/AI 2102(P) (Design and Analysis of Algorithms)  | Dr. Nidhi(except ECM) (IT2 block),Tuesday,4:35 -5,CS/AI 2102,Dr. Nidhi,,IT2 Block
102,2nd Year — Semester 2-1 (2022 Batch) > Tuesday > Section: CS4 (83)+CM (20),- **10:35-11:30 a.m**: MA2106(Algebra) Dr. Pradeep (ECR 7),Tuesday,10:35-11:30,MA2106,Dr. Pradeep,,ECR7
103,2nd Year — Semester 2-1 (2022 Batch) > Tuesday > Section: CS4 (83)+CM (20),- **11:35 am- 12:30 pm**: PH2102 (T) (ECR7)Dr.Anil Annadi,Tuesday,11:35 am- 12:30 pm,PH2102,,,ECR7
104,2nd Year — Semester 2-1 (2022 Batch) > Tuesday > Section: CS4 (83)+CM (20),- **2:35 -3:30p.m.**: PH2102 (P),Tuesday,2:35 -3,PH2102,,,
108,2nd Year — Semester 2-1 (2022 Batch) > Tuesday > Section: ECE (30)+ECM (60) (420.0 students),- **08:25 – 9:20 a.m.**: EC 2101 (P) (Analog and Digital circuits) (Only for ECE) Dr. P. Chaitanya Akshara,Tuesday,08:25 – 9:20,EC 2101,,,
109,2nd Year — Semester 2-1 (2022 Batch) > Tuesday > Section: ECE (30)+ECM (60) (420.0 students),- **10:35-11:30 a.m**: MA2103(Maths- III)  Dr.Rakesh/ Dr. Sanjukta (ELT 3)/ | BT 2111(Probability and Biostatistics) Dr. Sabeeha (ETR 3),Tuesday,10:35-11:30,BT 2111; MA2103,Dr. Sabeeha; Dr. Sanjukta,,ELT3; ETR3
110,2nd Year — Semester 2-1 (2022 Batch) > Tuesday > Section: ECE (30)+ECM (60) (420.0 students),- **11:35 am- 12:30 pm**: CS2104 (Data struture) only for ECE Dr. OmPrakash (ETR 3),Tuesday,11:35 am- 12:30 pm,CS2104,,,ETR3
111,2nd Year — Semester 2-1 (2022 Batch) > Tuesday > Section: ECE (30)+ECM (60) (420.0 students),- **12:35 pm- 1:30p.m.**: PH2102 (T)  Dr. Anil Annadi (ECR 7),Tuesday,12:35 pm- 1,PH2102,Dr. Anil Annadi,,ECR7
112,2nd Year — Semester 2-1 (2022 Batch) > Tuesday > Section: ECE (30)+ECM (60) (420.0 students),- **2:35 -3:30p.m.**: PH2102 (Physics II) Dr. Murtaza (E-LT 3) / | BT 2109 (Microbes&Immune system) Dr. Mittika & Dr. Runa (ETR 4),Tuesday,2:35 -3,BT 2109; PH2102,Dr. Mittika; Dr. Murtaza; Dr. Runa,,ELT3; ETR4
116,2nd Year — Semester 2-1 (2022 Batch) > Tuesday > Section: AI1 (70),- **08:25 – 9:20 a.m.**: CS/AI 2102 (P) (Design and Analysis of Algorithms) Dr. Ravi Kishor (IT2 block),Tuesday,08:25 – 9:20,CS/AI 2102,Dr. Ravi Kishor,,IT2 Block
117,2nd Year — Semester 2-1 (2022 Batch) > Tuesday > Section: AI1 (70),- **11:35 am- 12:30 pm**: EC 2102 (T)  Dr. Ankita (ECR 9),Tuesday,11:35 am- 12:30 pm,EC 2102,Dr. Ankita,,ECR9
118,2nd Year — Semester 2-1 (2022 Batch) > Tuesday > Section: AI1 (70),- **12:35 pm- 1:30p.m.**: PH2102 (T) (ECR9)Dr. Vandna Gokhroo,Tuesday,12:35 pm- 1,PH2102,Dr. Vandna Gokhroo,,ECR9
119,2nd Year — Semester 2-1 (2022 Batch) > Tuesday > Section: AI1 (70),- **4:35 -5:30p.m.**: AI 2102 (Programming work shop)  Dr. Neha (E-LT 3),Tuesday,4:35 -5,AI 2102,Dr. Neha,,ELT3
123,2nd Year — Semester 2-1 (2022 Batch) > Tuesday > Section: AI2 (70),- **11:35 am- 12:30 pm**: EC 2102 (T)  Dr.Sayantan (ECR 11),Tuesday,11:35 am- 12:30 pm,EC 2102; ECR 11,,,ECR11
124,2nd Year — Semester 2-1 (2022 Batch) > Tuesday > Section: AI2 (70),- **12:35 pm- 1:30p.m.**: PH2102 (T) Naga Deepthi  (ECR 11),Tuesday,12:35 pm- 1,ECR 11; PH2102,,,ECR11
128,2nd Year — Semester 2-1 (2022 Batch) > Tuesday > Section: AI3 (70),- **12:35 pm- 1:30p.m.**: PH2102 (T) Dr. Murtaza Bohra (ECR 13),Tuesday,12:35 pm- 1,ECR 13; PH2102,Dr. Murtaza Bohra,,ECR13
132,2nd Year — Semester 2-1 (2022 Batch) > Tuesday > Section: CB (15)+BT (40),- **08:25 – 9:20 a.m.**: BT 2109 (P)  Dr. Runa,Tuesday,08:25 – 9:20,BT 2109,Dr. Runa,,
133,2nd Year — Semester 2-1 (2022 Batch) > Tuesday > Section: CB (15)+BT (40),- **11:35 am- 12:30 pm**: CS2104 (Data structure) Dr. OmPrakash except BT (ECR 13),Tuesday,11:35 am- 12:30 pm,CS2104; ECR 13,,,ECR13
134,2nd Year — Semester 2-1 (2022 Batch) > Tuesday > Section: CB (15)+BT (40),- **12:35 pm- 1:30p.m.**: HS2103 (T) French III  Dr. Kumudham (ECR 8),Tuesday,12:35 pm- 1,HS2103,Dr. Kumudham,,ECR8
135,2nd Year — Semester 2-1 (2022 Batch) > Tuesday > Section: CB (15)+BT (40),- **4:35 -5:30p.m.**: BT 2110 (Cell & Molecular Biology) Dr. Arun/Dr. Sanjeev (ETR 5),Tuesday,4:35 -5,BT 2110,Dr. Arun; Dr. Sanjeev,,ETR5
136,2nd Year — Semester 2-1 (2022 Batch) > Tuesday > Section: CB (15)+BT (40),- **5:35 pm - 6:30 pm**: BT 2108  (Enzymes & Metabolism) only for BT   | Dr. Akankasha Singh and Dr. Varun Kumar (ETR 3),Tuesday,5:35 pm - 6:30 pm,BT 2108,Dr. Akankasha Singh; Dr. Varun Kumar,,ETR3
140,2nd Year — Semester 2-1 (2022 Batch) > Tuesday > Section: CE (10)+ME (25)+MT (25)+NT (5),- **08:25 – 9:20 a.m.**: CE 2103 (Mechanics of Materials) Dr. Jayaprakash (ETR 3)/ | PH2103  (Introduction to Physics of Materials) (only for NT) Dr. Anil (ETR 4),Tuesday,08:25 – 9:20,CE 2103; PH2103,Dr. Anil; Dr. Jayaprakash,,ETR3; ETR4
141,2nd Year — Semester 2-1 (2022 Batch) > Tuesday > Section: CE (10)+ME (25)+MT (25)+NT (5),- **09:25 – 10:20 a.m.**: CE 2103 (T) (Mechanics of Materials) Dr. Jayaprakash (ETR 3)/ | BT1102 (only for NT)Dr. Santosh Thakur (ETR 4)/ | ME 2115 (Thermal Engineering) only for ME; Dr. Manish (ETR 5),Tuesday,09:25 – 10:20,BT1102; CE 2103; ME 2115,Dr. Jayaprakash; Dr. Manish; Dr. Santosh Thakur,,ETR3; ETR4; ETR5
142,2nd Year — Semester 2-1 (2022 Batch) > Tuesday > Section: CE (10)+ME (25)+MT (25)+NT (5),- **12:35 pm- 1:30p.m.**: HS2103 (T) French III  |  Dr.Sherlin (ECR 10),Tuesday,12:35 pm- 1,ECR 10; HS2103,,,ECR10
143,2nd Year — Semester 2-1 (2022 Batch) > Tuesday > Section: CE (10)+ME (25)+MT (25)+NT (5),- **4:35 -5:30p.m.**: MT2101 (T)  only for MT (ETR 3)/ | CH2103 (Introduction to Nano-technology and Science) Dr. Bill Reynolds; only for NT (ETR 4),Tuesday,4:35 -5,CH2103; MT2101,Dr. Bill Reynolds,,ETR3; ETR4
144,2nd Year — Semester 2-1 (2022 Batch) > Tuesday > Section: CE (10)+ME (25)+MT (25)+NT (5),- **5:35 pm - 6:30 pm**: PH2102 (T) Dr. Vandna Gokhroo (ECR 7),Tuesday,5:35 pm - 6:30 pm,PH2102,Dr. Vandna Gokhroo,,ECR7
150,2nd Year — Semester 2-1 (2022 Batch) > Wednesday > Section: CS1 (83) (355.0 students),- **08:25 – 9:20 a.m.**: MA2103(Maths- III) Dr.Rakesh/ Dr. Sanjukta (ELT 3),Wednesday,08:25 – 9:20,MA2103,Dr. Sanjukta,,ELT3
151,2nd Year — Semester 2-1 (2022 Batch) > Wednesday > Section: CS1 (83) (355.0 students),- **09:25 – 10:20 a.m.**: HS2102 (Principles of Economics) Dr. Anagha Tobi (ELT 3),Wednesday,09:25 – 10:20,HS2102,Dr. Anagha Tobi,,ELT3
152,2nd Year — Semester 2-1 (2022 Batch) > Wednesday > Section: CS1 (83) (355.0 students),- **11:35 am- 12:30 pm**: CS/AI2101 (Optimization Techniques for AI) Dr. A. Pujari (ELT 5)/ | MA2104 (Real Analysis) Dr. Rakhee (ETR 4),Wednesday,11:35 am- 12:30 pm,CS/AI2101; MA2104,Dr. Rakhee,,ELT5; ETR4
153,2nd Year — Semester 2-1 (2022 Batch) > Wednesday > Section: CS1 (83) (355.0 students),- **12:35 pm- 1:30p.m.**: EC 2102 (Signals and Systems) Dr. Sayantan (ELT 3),Wednesday,12:35 pm- 1,EC 2102,Dr. Sayantan,,ELT3
154,2nd Year — Semester 2-1 (2022 Batch) > Wednesday > Section: CS1 (83) (355.0 students),- **2:35 -3:30p.m.**: Seminar/workshop,Wednesday,2:35 -3,,,,
158,2nd Year — Semester 2-1 (2022 Batch) > Wednesday > Section: CS2 (83),- **10:35-11:30 a.m**: MA2103 (T)  Dr. sanjukata (ECR 7),Wednesday,10:35-11:30,MA2103,,,ECR7
162,2nd Year — Semester 2-1 (2022 Batch) > Wednesday > Section: CS3 (83),- **10:35-11:30 a.m**: MA2103 (T) Dr. Rakesh (ECR 8),Wednesday,10:35-11:30,MA2103,Dr. Rakesh,,ECR8
166,2nd Year — Semester 2-1 (2022 Batch) > Wednesday > Section: CS4 (83)+CM (20),- **10:35-11:30 a.m**: MA2106(Algebra) Dr. Pradeep (ECR 9),Wednesday,10:35-11:30,MA2106,Dr. Pradeep,,ECR9
170,2nd Year — Semester 2-1 (2022 Batch) > Wednesday > Section: ECE (30)+ECM (60) (420.0 students),- **08:25 – 9:20 a.m.**: EC 2102 (T) Dr. Ankita (ECR 7),Wednesday,08:25 – 9:20,EC 2102,Dr. Ankita,,ECR7
171,2nd Year — Semester 2-1 (2022 Batch) > Wednesday > Section: ECE (30)+ECM (60) (420.0 students),- **09:25 – 10:20 a.m.**: EC2103 (Optimization Techniques for AI) (only for ECM) Dr. Bhanu Kiran (ECR 8),Wednesday,09:25 – 10:20,EC2103,Dr. Bhanu Kiran,,ECR8
172,2nd Year — Semester 2-1 (2022 Batch) > Wednesday > Section: ECE (30)+ECM (60) (420.0 students),- **10:35-11:30 a.m**: MA2103 (Maths- III) Dr.Rakesh/ Dr. Sanjukta (ELT 3)/ | BT 2111(T) Dr. Sabeeha (ETR 3),Wednesday,10:35-11:30,BT 2111; MA2103,Dr. Sabeeha; Dr. Sanjukta,,ELT3; ETR3
173,2nd Year — Semester 2-1 (2022 Batch) > Wednesday > Section: ECE (30)+ECM (60) (420.0 students),- **11:35 am- 12:30 pm**: CS2104 (Data struture) only for ECE Dr. OmPrakash (ETR 3),Wednesday,11:35 am- 12:30 pm,CS2104,,,ETR3
174,2nd Year — Semester 2-1 (2022 Batch) > Wednesday > Section: ECE (30)+ECM (60) (420.0 students),- **12:35 pm- 1:30p.m.**: MA2103 (T)  Dr. Rakesh (ECR 7),Wednesday,12:35 pm- 1,MA2103,Dr. Rakesh,,ECR7
178,2nd Year — Semester 2-1 (2022 Batch) > Wednesday > Section: AI1 (70),- **08:25 – 9:20 a.m.**: MA2103 (T) Dr. Rakesh (ECR 9),Wednesday,08:25 – 9:20,MA2103,Dr. Rakesh,,ECR9
179,2nd Year — Semester 2-1 (2022 Batch) > Wednesday > Section: AI1 (70),- **12:35 pm- 1:30p.m.**: CS/AI2101 (Optimization Techniques for AI) Dr. A. Pujari (ELT 5),Wednesday,12:35 pm- 1,CS/AI2101,,,ELT5
183,2nd Year — Semester 2-1 (2022 Batch) > Wednesday > Section: AI2 (70),- **08:25 – 9:20 a.m.**: MA2103 (T)  Dr. sanjukata (ECR 11),Wednesday,08:25 – 9:20,ECR 11; MA2103,,,ECR11
187,2nd Year — Semester 2-1 (2022 Batch) > Wednesday > Section: AI3 (70),- **08:25 – 9:20 a.m.**: PH2102 (P),Wednesday,08:25 – 9:20,PH2102,,,
188,2nd Year — Semester 2-1 (2022 Batch) > Wednesday > Section: AI3 (70),- **11:35 am- 12:30 pm**: MA2103 (T) Dr. sanjukata (ECR 9),Wednesday,11:35 am- 12:30 pm,MA2103,,,ECR9
192,2nd Year — Semester 2-1 (2022 Batch) > Wednesday > Section: CB (15)+BT (40),- **08:25 – 9:20 a.m.**: BT 2109 (P) Dr. Mittika,Wednesday,08:25 – 9:20,BT 2109,Dr. Mittika,,
193,2nd Year — Semester 2-1 (2022 Batch) > Wednesday > Section: CB (15)+BT (40),- **11:35 am- 12:30 pm**: CS2104 (Data structure) Dr. OmPrakash except BT (ECR 11),Wednesday,11:35 am- 12:30 pm,CS2104; ECR 11,,,ECR11
194,2nd Year — Semester 2-1 (2022 Batch) > Wednesday > Section: CB (15)+BT (40),- **12:35 pm- 1:30p.m.**: BT 2110 (Cell & Molecular Biology) Dr. Arun/Dr. Sanjeev (ETR 3),Wednesday,12:35 pm- 1,BT 2110,Dr. Arun; Dr. Sanjeev,,ETR3
198,2nd Year — Semester 2-1 (2022 Batch) > Wednesday > Section: CE (10)+ME (25)+MT (25)+NT (5),- **08:25 – 9:20 a.m.**: CE 2103 (Meachanics of Materials) Dr. Jayaprakash (ETR 3)/PH2103  (Introduction to Physics of Materials) (only for NT) Dr. Anil (ETR4)/MT 2101 (Signals and Systems) Dr. Ramakant (only for MT) (ETR 5),Wednesday,08:25 – 9:20,CE 2103; MT 2101; PH2103,Dr. Anil; Dr. Jayaprakash; Dr. Ramakant,SYSTEMS,ETR3; ETR4; ETR5
199,2nd Year — Semester 2-1 (2022 Batch) > Wednesday > Section: CE (10)+ME (25)+MT (25)+NT (5),- **09:25 – 10:20 a.m.**: PH2103  (Introduction to Physics of Materials) (only for NT) Dr. Anil (ETR3)/ ME 2115 (Thermal Engineering) only for ME; Dr. Manish (ETR4),Wednesday,09:25 – 10:20,ME 2115; PH2103,Dr. Anil; Dr. Manish,,ETR3; ETR4
